"","word1","word2","n"
"29734","suspension","brought",1
"29735","suspicion","darted",1
"29736","suspicion","entering",1
"29737","suspicion","quick",1
"29738","suspicion","rushed",1
"29739","suspicion","till",1
"29740","suspicious","appearances",1
"29741","suspicious","flourishes",1
"29742","suspicious","inquiry",1
"29743","suspicious","tendency",1
"29744","suspiciously","reserved",1
"29745","sussex","nay",1
"29746","sweat","stood",1
"29747","sweep","gates",1
"29748","sweeping","round",1
"29749","sweet","amiable",1
"29750","sweet","animation",1
"29751","sweet","cake",1
"29752","sweet","children",1
"29753","sweet","complacency",1
"29754","sweet","dependence",1
"29755","sweet","disposition",1
"29756","sweet","docile",1
"29757","sweet","easy",1
"29758","sweet","elation",1
"29759","sweet","expectation",1
"29760","sweet","fanny",1
"29761","sweet","figure",1
"29762","sweet","flower",1
"29763","sweet","house",1
"29764","sweet","jane",1
"29765","sweet","lines",1
"29766","sweet","louisa",1
"29767","sweet","love",1
"29768","sweet","mixture",1
"29769","sweet","peculiarity",1
"29770","sweet","proofs",1
"29771","sweet","remembrances",1
"29772","sweet","retired",1
"29773","sweet","scenes",1
"29774","sweet","smile",1
"29775","sweet","sounds",1
"29776","sweet","tempers",1
"29777","sweet","verses",1
"29778","sweet","view",1
"29779","sweet","woman",1
"29780","sweet","wood",1
"29781","sweeter","feeling",1
"29782","sweeter","smile",1
"29783","sweetest","cloak",1
"29784","sweetest","confidence",1
"29785","sweetest","creatures",1
"29786","sweetest","fanny",1
"29787","sweetest","friend",1
"29788","sweetest","hours",1
"29789","sweetest","lizzy",1
"29790","sweetest","smiles",1
"29791","sweetest","support",1
"29792","sweetest","temper",1
"29793","sweetest","tempered",1
"29794","sweetly","asleep",1
"29795","sweetly","disposed",1
"29796","sweetness","beauty",1
"29797","swelling","heart",1
"29798","swelling","resentment",1
"29799","swelling","sort",1
"29800","swept","hastily",1
"29801","swift","steps",1
"29802","swimming","eyes",1
"29803","syllable","escaped",1
"29804","sympathetic","acuteness",1
"29805","sympathetic","alacrity",1
"29806","sympathetic","cordiality",1
"29807","sympathetic","hearts",1
"29808","sympathetic","touch",1
"29809","sympathising","friend",1
"29810","symptoms","increased",1
"29811","symptoms","worse",1
"29812","synonymous","words",1
"29813","table","broke",1
"29814","table","captain",1
"29815","table","chapter",1
"29816","table","close",1
"29817","table","contractions",1
"29818","table","cut",1
"29819","table","directly",1
"29820","table","indignant",1
"29821","table","lady",1
"29822","table","leaning",1
"29823","table","occupied",1
"29824","table","proved",1
"29825","table","set",1
"29826","table","talking",1
"29827","tables","cover",1
"29828","tables","giving",1
"29829","tables","toilettes",1
"29830","tacit","consent",1
"29831","tacit","engagement",1
"29832","tacitly","brought",1
"29833","taciturn","disposition",1
"29834","tainted","fanny",1
"29835","taking","comfort",1
"29836","taking","edward's",1
"29837","taking","half",1
"29838","taking","kellynch",1
"29839","taking","liberties",1
"29840","taking","miss",1
"29841","taking","patterns",1
"29842","taking","poor",1
"29843","taking","privateers",1
"29844","tale","compression",1
"29845","talent","manner",1
"29846","talent","sir",1
"29847","talents","conduce",1
"29848","talents","talents",1
"29849","talents","united",1
"29850","talk","_to_",1
"29851","talk","elinor",1
"29852","talk","elizabeth",1
"29853","talk","fanny",1
"29854","talk","fast",1
"29855","talk","ladies",1
"29856","talk","louder",1
"29857","talk","nonsense",1
"29858","talk","sentimentally",1
"29859","talk","shakespeare",1
"29860","talkativeness","amused",1
"29861","talked","boldly",1
"29862","talked","charles",1
"29863","talked","chiefly",1
"29864","talked","cried",1
"29865","talked","incessantly",1
"29866","talked","poor",1
"29867","talked","scarcely",1
"29868","talkers","attracting",1
"29869","talking","_at_",1
"29870","talking","aunt",1
"29871","talking","confidentially",1
"29872","talking","daughter",1
"29873","talking","elinor's",1
"29874","talking","incessantly",1
"29875","talking","louisa",1
"29876","talking","pretty",1
"29877","talking","strawberries",1
"29878","talking","wildly",1
"29879","talks","miss",1
"29880","talks","unreservedly",1
"29881","tall","boy",1
"29882","tall","dark",1
"29883","tall","emma",1
"29884","tall","fellow",1
"29885","tall","firm",1
"29886","tall","gentleman",1
"29887","tall","heavy",1
"29888","tall","indignation",1
"29889","tall","irish",1
"29890","tall","iron",1
"29891","tall","lombardy",1
"29892","tall","person",1
"29893","tall","proud",1
"29894","tall","straight",1
"29895","tall","women",1
"29896","taller","firmer",1
"29897","tallest","politely",1
"29898","tambour","frame",1
"29899","tamboured","muslin",1
"29900","tame","confidante",1
"29901","tapestry","exhibiting",1
"29902","taste","anne",1
"29903","taste","confessed",1
"29904","taste","delicate",1
"29905","taste","elinor",1
"29906","taste","elizabeth",1
"29907","taste","leaning",1
"29908","taste","modern",1
"29909","taste","music",1
"29910","taste","proved",1
"29911","tasteful","attire",1
"29912","tattered","cottages",1
"29913","taught","fanny",1
"29914","taught","marianne's",1
"29915","taught","sir",1
"29916","taught","wrong",1
"29917","taverns","elinor's",1
"29918","tawny","leaves",1
"29919","tax","brings",1
"29920","taylor","failed",1
"29921","taylor","live",1
"29922","taylor","married",1
"29923","taylor","tis",1
"29924","taylor","told",1
"29925","taylor's","advantage",1
"29926","taylor's","judgment",1
"29927","taylor's","leave",1
"29928","taylor's","loss",1
"29929","taylor's","merits",1
"29930","taylor's","time",1
"29931","tea","anne",1
"29932","tea","called",1
"29933","tea","directly",1
"29934","tea","formed",1
"29935","tea","house",1
"29936","tea","maker's",1
"29937","tea","passed",1
"29938","tea","stay",1
"29939","tea","till",1
"29940","tea","time",1
"29941","tea","visit",1
"29942","teach","betsey",1
"29943","teachers","miss",1
"29944","tear","emma's",1
"29945","tears","comparisons",1
"29946","tears","convince",1
"29947","tears","covered",1
"29948","tears","delightful",1
"29949","tears","elinor's",1
"29950","tears","emma",1
"29951","tears","fell",1
"29952","tears","interrupted",1
"29953","tears","running",1
"29954","tears","shed",1
"29955","tease","calmness",1
"29956","teasing","colonel",1
"29957","teasing","teasing",1
"29958","telling","fanny",1
"29959","telling","henrietta",1
"29960","telling","henry",1
"29961","telling","jane",1
"29962","telling","marianne",1
"29963","temper","affectionate",1
"29964","temper","careless",1
"29965","temper","delicate",1
"29966","temper","emma",1
"29967","temper","excellent",1
"29968","temper","improved",1
"29969","temper","injured",1
"29970","temper","irritated",1
"29971","temper","isabella",1
"29972","temper","john",1
"29973","temper","manners",1
"29974","temper","opposition",1
"29975","temper","remarkably",1
"29976","temper","simple",1
"29977","temper","sir",1
"29978","temperate","account",1
"29979","tempered","amiable",1
"29980","tempered","boys",1
"29981","tempered","person",1
"29982","tempered","soft",1
"29983","tempest","subsided",1
"29984","tempests","befriended",1
"29985","templars","modesty",1
"29986","temples","ached",1
"29987","temporary","accommodation",1
"29988","temporary","alteration",1
"29989","temporary","gloom",1
"29990","temporary","increase",1
"29991","temporary","interruption",1
"29992","temporary","revival",1
"29993","tempt","_her_",1
"29994","tempt","_me_",1
"29995","tempt","_you_",1
"29996","temptation","added",1
"29997","tempted","easily",1
"29998","tempted","elliot",1
"29999","tempted","thither",1
"30000","ten","ages",1
"30001","ten","comfortably",1
"30002","ten","elinor",1
"30003","ten","hundred",1
"30004","ten","pounds",1
"30005","ten","twenty",1
"30006","ten","words",1
"30007","tenaciously","regarded",1
"30008","tenaciously","setting",1
"30009","tenant","anne",1
"30010","tenant","miss",1
"30011","tenant","sir",1
"30012","tendency","_she_",1
"30013","tendency","edward's",1
"30014","tender","anticipations",1
"30015","tender","apostrophe",1
"30016","tender","associations",1
"30017","tender","caution",1
"30018","tender","consideration",1
"30019","tender","constant",1
"30020","tender","effusion",1
"30021","tender","ejaculation",1
"30022","tender","embraces",1
"30023","tender","emotions",1
"30024","tender","enthusiasm",1
"30025","tender","feeling",1
"30026","tender","feelings",1
"30027","tender","gallantry",1
"30028","tender","habits",1
"30029","tender","interruption",1
"30030","tender","love",1
"30031","tender","melancholy",1
"30032","tender","nature",1
"30033","tender","recollections",1
"30034","tender","regard",1
"30035","tender","regret",1
"30036","tender","remembrance",1
"30037","tender","reveries",1
"30038","tender","smile",1
"30039","tender","sonnet",1
"30040","tender","spirits",1
"30041","tenderer","recollection",1
"30042","tenderest","affection",1
"30043","tenderest","caresses",1
"30044","tenderest","compassion",1
"30045","tenderest","emotion",1
"30046","tenderest","songs",1
"30047","tenderest","spirit",1
"30048","tenderhearted","cousin",1
"30049","tenderly","caressing",1
"30050","tenderly","flirting",1
"30051","tenderly","invited",1
"30052","tenderness","due",1
"30053","tenderness","pity",1
"30054","tent","tenderly",1
"30055","tents","stretched",1
"30056","term","ah",1
"30057","term","gentleman",1
"30058","termed","airs",1
"30059","terms","belonging",1
"30060","terms","darcy",1
"30061","terms","emma",1
"30062","terms","fortunately",1
"30063","terms","imaginable",1
"30064","terms","lizzy",1
"30065","terms","mary",1
"30066","terms","quit",1
"30067","terms","time",1
"30068","terms","warm",1
"30069","terrace","walk",1
"30070","terrible","delay",1
"30071","terrible","nuisance",1
"30072","terrible","pause",1
"30073","terrible","scene",1
"30074","terribly","haunted",1
"30075","terrific","ideas",1
"30076","terrific","scenes",1
"30077","terrific","separation",1
"30078","terror","till",1
"30079","terror","uppercross",1
"30080","testify","respect",1
"30081","tetbury","miss",1
"30082","tetbury","ten",1
"30083","tete","drive",1
"30084","tete","surprised",1
"30085","text","northanger",1
"30086","thanked","heaven",1
"30087","thanked","miss",1
"30088","thankful","delight",1
"30089","thankful","papa",1
"30090","thankful","pupil",1
"30091","thankfully","accepted",1
"30092","thankfully","acknowledged",1
"30093","thankfully","assuring",1
"30094","thankfully","consented",1
"30095","thankfully","feel",1
"30096","thankfully","passed",1
"30097","thankfully","remember",1
"30098","thankless","son",1
"30099","theatre","actors",1
"30100","theatre","agatha",1
"30101","theatre","completely",1
"30102","theatre","miss",1
"30103","theatre","precisely",1
"30104","theatres","elizabeth",1
"30105","theatrical","ambition",1
"30106","theatrical","board",1
"30107","theatrical","nonsense",1
"30108","theatrical","party",1
"30109","theatrical","preparation",1
"30110","thick","ankles",1
"30111","thick","grove",1
"30112","thick","leather",1
"30113","thick","letter",1
"30114","thick","mizzling",1
"30115","thick","rain",1
"30116","thick","screen",1
"30117","thick","shoes",1
"30118","thicker","letter",1
"30119","thickly","covered",1
"30120","thin","awkward",1
"30121","thin","blue",1
"30122","thin","gruel",1
"30123","thin","quarto",1
"30124","thin","sort",1
"30125","thin","woman",1
"30126","thinking","_that",1
"30127","thinking","bearing",1
"30128","thinking","brain",1
"30129","thinking","deeply",1
"30130","thinking","feeling",1
"30131","thinking","frederick's",1
"30132","thinking","highly",1
"30133","thinking","ill",1
"30134","thinking","mind",1
"30135","thinking","powers",1
"30136","thinking","replied",1
"30137","thinking","strangely",1
"30138","thinking","trembling",1
"30139","thinner","clothing",1
"30140","thinning","rows",1
"30141","thirteen","bid",1
"30142","thirteen","springs",1
"30143","thirteen","winters",1
"30144","thirty","feet",1
"30145","thirty","forty",1
"30146","thirty","frights",1
"30147","thirty","hope",1
"30148","thirty","hours",1
"30149","thirty","minutes",1
"30150","thirty","yards",1
"30151","thither","lay",1
"30152","thomas","added",1
"30153","thomas","addressed",1
"30154","thomas","applied",1
"30155","thomas","approved",1
"30156","thomas","beginning",1
"30157","thomas","bertram's",1
"30158","thomas","brought",1
"30159","thomas","called",1
"30160","thomas","complete",1
"30161","thomas","cried",1
"30162","thomas","deadening",1
"30163","thomas","drawing",1
"30164","thomas","engaged",1
"30165","thomas","expected",1
"30166","thomas","fanny",1
"30167","thomas","fears",1
"30168","thomas","feeling",1
"30169","thomas","happy",1
"30170","thomas","hoped",1
"30171","thomas","hopes",1
"30172","thomas","immediately",1
"30173","thomas","inquired",1
"30174","thomas","interrupted",1
"30175","thomas","listened",1
"30176","thomas","meant",1
"30177","thomas","palmer",1
"30178","thomas","paused",1
"30179","thomas","politely",1
"30180","thomas","poor",1
"30181","thomas","presently",1
"30182","thomas","producing",1
"30183","thomas","promised",1
"30184","thomas","proposes",1
"30185","thomas","received",1
"30186","thomas","resolutely",1
"30187","thomas","retiring",1
"30188","thomas","set",1
"30189","thomas","sitting",1
"30190","thomas","smiled",1
"30191","thomas","stop",1
"30192","thomas","taking",1
"30193","thomas","told",1
"30194","thomas","trust",1
"30195","thomas","understood",1
"30196","thomas","whist",1
"30197","thomas","wishes",1
"30198","thomas","wrote",1
"30199","thomas's","affection",1
"30200","thomas's","assurances",1
"30201","thomas's","capital",1
"30202","thomas's","carriage",1
"30203","thomas's","coming",1
"30204","thomas's","conscience",1
"30205","thomas's","consent",1
"30206","thomas's","dark",1
"30207","thomas's","delight",1
"30208","thomas's","grave",1
"30209","thomas's","ideas",1
"30210","thomas's","information",1
"30211","thomas's","intelligence",1
"30212","thomas's","intentions",1
"30213","thomas's","life",1
"30214","thomas's","meaning",1
"30215","thomas's","means",1
"30216","thomas's","narrative",1
"30217","thomas's","niece",1
"30218","thomas's","observation",1
"30219","thomas's","parental",1
"30220","thomas's","politeness",1
"30221","thomas's","sending",1
"30222","thomas's","wishes",1
"30223","thomas's","wishing",1
"30224","thomson","cowper",1
"30225","thornberry","park",1
"30226","thorpe","defended",1
"30227","thorpe","drive",1
"30228","thorpe","family",1
"30229","thorpe","friendship",1
"30230","thorpe","impatient",1
"30231","thorpe","isabella",1
"30232","thorpe","james",1
"30233","thorpe","miss",1
"30234","thorpe","sit",1
"30235","thorpe","smiling",1
"30236","thorpe","stop",1
"30237","thorpe","till",1
"30238","thorpe","told",1
"30239","thorpe","udolpho",1
"30240","thorpe's","admission",1
"30241","thorpe's","affection",1
"30242","thorpe's","approbation",1
"30243","thorpe's","catherine",1
"30244","thorpe's","communication",1
"30245","thorpe's","connections",1
"30246","thorpe's","ideas",1
"30247","thorpe's","information",1
"30248","thorpe's","lodgings",1
"30249","thorpe's","manners",1
"30250","thorpe's","pelisse",1
"30251","thorpe's","progress",1
"30252","thorpe's","prudence",1
"30253","thorpes","catherine's",1
"30254","thorpes","set",1
"30255","thorpes","spent",1
"30256","thou","mayst",1
"30257","thou","whomsoever",1
"30258","thoughtful","air",1
"30259","thoughtful","expression",1
"30260","thoughtful","vexation",1
"30261","thoughtfully","silent",1
"30262","thoughtfulness","returned",1
"30263","thoughtfulness","succeeded",1
"30264","thoughtfulness","till",1
"30265","thoughtless","gay",1
"30266","thoughtless","lydia",1
"30267","thoughtless","spirits",1
"30268","thoughtless","thoughtless",1
"30269","thoughtless","vanity",1
"30270","thousand","alarming",1
"30271","thousand","amusing",1
"30272","thousand","apologies",1
"30273","thousand","disappointments",1
"30274","thousand","inconveniences",1
"30275","thousand","inquietudes",1
"30276","thousand","inquiries",1
"30277","thousand","instances",1
"30278","thousand","occasions",1
"30279","thousand","particulars",1
"30280","thousand","pens",1
"30281","thousand","poetical",1
"30282","thousand","questions",1
"30283","thousand","tender",1
"30284","thousand","vexatious",1
"30285","thousands","happier",1
"30286","threadbare","morality",1
"30287","threadbare","stale",1
"30288","threadbare","strains",1
"30289","threadbare","topic",1
"30290","threatened","alarmingly",1
"30291","threatened","alloy",1
"30292","threatened","rain",1
"30293","threatening","cloud",1
"30294","threatening","evil",1
"30295","thrilling","words",1
"30296","throat","observe",1
"30297","throw","cold",1
"30298","throw","coldness",1
"30299","throw","ridicule",1
"30300","throwing","ridicule",1
"30301","thrush","conjectures",1
"30302","thrush","lay",1
"30303","thrush's","boats",1
"30304","thunderbolt","thunderbolts",1
"30305","thursday","evening",1
"30306","thursday","predestined",1
"30307","tidings","catherine",1
"30308","tidy","happy",1
"30309","tied","parcels",1
"30310","tight","parsonage",1
"30311","till","anxious",1
"30312","till","bed",1
"30313","till","bedtime",1
"30314","till","broken",1
"30315","till","called",1
"30316","till","catching",1
"30317","till","catherine",1
"30318","till","claimed",1
"30319","till","cole",1
"30320","till","crawford",1
"30321","till","dear",1
"30322","till","elinor's",1
"30323","till","enabled",1
"30324","till","evening",1
"30325","till","fanny's",1
"30326","till","growing",1
"30327","till","half",1
"30328","till","harriet",1
"30329","till","henrietta",1
"30330","till","induced",1
"30331","till","invited",1
"30332","till","james",1
"30333","till","january",1
"30334","till","kitty",1
"30335","till","louisa's",1
"30336","till","marianne",1
"30337","till","mary",1
"30338","till","matters",1
"30339","till","michaelmas",1
"30340","till","midnight",1
"30341","till","midsummer",1
"30342","till","morland",1
"30343","till","night",1
"30344","till","noon",1
"30345","till","november",1
"30346","till","scolded",1
"30347","till","september",1
"30348","till","shaking",1
"30349","till","summer",1
"30350","till","summoned",1
"30351","till","supper",1
"30352","till","tea",1
"30353","till","thursday",1
"30354","till","tom",1
"30355","till","touched",1
"30356","tilney","added",1
"30357","tilney","advancing",1
"30358","tilney","anxious",1
"30359","tilney","augmented",1
"30360","tilney","catherine",1
"30361","tilney","continuing",1
"30362","tilney","directly",1
"30363","tilney","drank",1
"30364","tilney","drew",1
"30365","tilney","eleanor's",1
"30366","tilney","embarrassed",1
"30367","tilney","expressing",1
"30368","tilney","gently",1
"30369","tilney","hallooing",1
"30370","tilney","leaning",1
"30371","tilney","led",1
"30372","tilney","listening",1
"30373","tilney","makes",1
"30374","tilney","mentioned",1
"30375","tilney","met",1
"30376","tilney","preparing",1
"30377","tilney","property",1
"30378","tilney","sighing",1
"30379","tilney","slept",1
"30380","tilney","understanding",1
"30381","tilney","walking",1
"30382","tilney's","account",1
"30383","tilney's","actual",1
"30384","tilney's","attentions",1
"30385","tilney's","concluding",1
"30386","tilney's","eye",1
"30387","tilney's","fault",1
"30388","tilney's","importance",1
"30389","tilney's","judgment",1
"30390","tilney's","letter",1
"30391","tilney's","lodgings",1
"30392","tilney's","maid",1
"30393","tilney's","manners",1
"30394","tilney's","meaning",1
"30395","tilney's","notice",1
"30396","tilney's","passion",1
"30397","tilney's","removal",1
"30398","tilney's","sister",1
"30399","tilneys","advantage",1
"30400","tilneys","appeared",1
"30401","tilneys","called",1
"30402","time","accept",1
"30403","time","addressed",1
"30404","time","allowed",1
"30405","time","altogether",1
"30406","time","anxiously",1
"30407","time","appointed",1
"30408","time","attached",1
"30409","time","avoiding",1
"30410","time","aware",1
"30411","time","befell",1
"30412","time","betsey",1
"30413","time","busy",1
"30414","time","captain",1
"30415","time","chance",1
"30416","time","charles",1
"30417","time","clouded",1
"30418","time","colonel",1
"30419","time","comfortably",1
"30420","time","compared",1
"30421","time","complete",1
"30422","time","continual",1
"30423","time","cousin",1
"30424","time","crushed",1
"30425","time","crying",1
"30426","time","curiosity",1
"30427","time","declared",1
"30428","time","disappointed",1
"30429","time","disposed",1
"30430","time","dreaded",1
"30431","time","eleanor",1
"30432","time","enjoyed",1
"30433","time","exclaimed",1
"30434","time","exercising",1
"30435","time","forgetting",1
"30436","time","gratefully",1
"30437","time","greatly",1
"30438","time","growing",1
"30439","time","happened",1
"30440","time","haughty",1
"30441","time","heard",1
"30442","time","henrietta",1
"30443","time","honoured",1
"30444","time","hoped",1
"30445","time","induced",1
"30446","time","involuntarily",1
"30447","time","jane",1
"30448","time","julia",1
"30449","time","lady",1
"30450","time","left",1
"30451","time","lizzy",1
"30452","time","luckily",1
"30453","time","lucky",1
"30454","time","maintained",1
"30455","time","makes",1
"30456","time","mamma",1
"30457","time","marianne",1
"30458","time","named",1
"30459","time","passes",1
"30460","time","patty",1
"30461","time","perfectly",1
"30462","time","prevented",1
"30463","time","previously",1
"30464","time","procure",1
"30465","time","procured",1
"30466","time","promise",1
"30467","time","proving",1
"30468","time","public",1
"30469","time","pug",1
"30470","time","reached",1
"30471","time","ready",1
"30472","time","realised",1
"30473","time","reflecting",1
"30474","time","related",1
"30475","time","relent",1
"30476","time","reminded",1
"30477","time","repair",1
"30478","time","replied",1
"30479","time","reproached",1
"30480","time","run",1
"30481","time","secretly",1
"30482","time","stationary",1
"30483","time","suffering",1
"30484","time","susan's",1
"30485","time","suspended",1
"30486","time","talked",1
"30487","time","talking",1
"30488","time","tiresome",1
"30489","time","tolerably",1
"30490","time","twelvemonth",1
"30491","time","unequal",1
"30492","time","unpleasantly",1
"30493","time","waited",1
"30494","time","wished",1
"30495","timed","conversation",1
"30496","timed","exercise",1
"30497","timed","intruder",1
"30498","timed","kindness",1
"30499","timed","praise",1
"30500","times","allowing",1
"30501","times","anne",1
"30502","times","considerable",1
"30503","times","doubt",1
"30504","times","dwelt",1
"30505","times","hold",1
"30506","times","john",1
"30507","times","persons",1
"30508","times","prettier",1
"30509","times","principally",1
"30510","times","thrown",1
"30511","times","widely",1
"30512","timid","anxious",1
"30513","timid","nature",1
"30514","tintern","abbey",1
"30515","tired","cried",1
"30516","tired","fanny",1
"30517","tired","henrietta",1
"30518","tired","led",1
"30519","tired","papa",1
"30520","tiresome","aunt",1
"30521","tiresome","book",1
"30522","tiresome","piece",1
"30523","tiresome","women",1
"30524","tiresome","wretch",1
"30525","tiresome","wretches",1
"30526","tis","blown",1
"30527","tis","crawford's",1
"30528","tis","james",1
"30529","tis","nonsense",1
"30530","tis","true",1
"30531","tis","twelve",1
"30532","tittle","tattle",1
"30533","toasted","cheese",1
"30534","toilets","displaying",1
"30535","toilettes","wardrobes",1
"30536","toiling","exposed",1
"30537","toilsome","walk",1
"30538","told","_her_",1
"30539","told","anne",1
"30540","told","captain",1
"30541","told","cried",1
"30542","told","elizabeth",1
"30543","told","fanny",1
"30544","told","fanny's",1
"30545","told","goodwill",1
"30546","told","harriet",1
"30547","told","lady",1
"30548","told","mamma",1
"30549","told","marianne",1
"30550","told","patty",1
"30551","told","sir",1
"30552","told","smith",1
"30553","tolerable","account",1
"30554","tolerable","answer",1
"30555","tolerable","approach",1
"30556","tolerable","civility",1
"30557","tolerable","collection",1
"30558","tolerable","eye",1
"30559","tolerable","firmness",1
"30560","tolerable","fortune",1
"30561","tolerable","gentility",1
"30562","tolerable","guess",1
"30563","tolerable","imitation",1
"30564","tolerable","judge",1
"30565","tolerable","letter",1
"30566","tolerable","meal",1
"30567","tolerable","motive",1
"30568","tolerable","person",1
"30569","tolerable","politeness",1
"30570","tolerable","pretence",1
"30571","tolerable","servants",1
"30572","tolerable","similarity",1
"30573","tolerable","speech",1
"30574","tolerable","spirits",1
"30575","tolerable","sport",1
"30576","tolerable","time",1
"30577","tolerable","tranquillity",1
"30578","tolerable","view",1
"30579","tolerable","woman's",1
"30580","tolerably","calm",1
"30581","tolerably","capable",1
"30582","tolerably","composed",1
"30583","tolerably","comprehend",1
"30584","tolerably","convincing",1
"30585","tolerably","decent",1
"30586","tolerably","detached",1
"30587","tolerably","disengaged",1
"30588","tolerably","domestic",1
"30589","tolerably","encouraging",1
"30590","tolerably","extensive",1
"30591","tolerably","fixed",1
"30592","tolerably","frequent",1
"30593","tolerably","persuaded",1
"30594","tolerably","pleasing",1
"30595","tolerably","powerful",1
"30596","tolerably","pretty",1
"30597","tolerably","reasonable",1
"30598","tolerably","regular",1
"30599","tolerably","resigned",1
"30600","tolerably","secure",1
"30601","tolerably","stout",1
"30602","tolerably","till",1
"30603","tolerated","servants",1
"30604","tom","arrived",1
"30605","tom","bertram's",1
"30606","tom","cried",1
"30607","tom","dangerously",1
"30608","tom","displeased",1
"30609","tom","hastily",1
"30610","tom","jones",1
"30611","tom","listened",1
"30612","tom","oliver",1
"30613","tom","repeated",1
"30614","tom","returning",1
"30615","tom","throwing",1
"30616","tom","understood",1
"30617","tom","walked",1
"30618","tom's","amendment",1
"30619","tom's","complaints",1
"30620","tom's","edmund's",1
"30621","tom's","extravagance",1
"30622","tom's","extreme",1
"30623","tom's","sisters",1
"30624","tomorrow","brandon",1
"30625","tomorrow","mind",1
"30626","tomorrow","morning",1
"30627","tomorrow","tomorrow",1
"30628","tone","calmly",1
"30629","tone","convinced",1
"30630","tone","elizabeth",1
"30631","tone","express",1
"30632","tone","implied",1
"30633","tone","resounded",1
"30634","tone","touch",1
"30635","toned","piano",1
"30636","toned","subjects",1
"30637","tongue","emma",1
"30638","tongue","motionless",1
"30639","tongue","pass",1
"30640","tooth","amiss",1
"30641","topics","meryton",1
"30642","torment","catherine",1
"30643","torment","readers",1
"30644","tormenting","ideas",1
"30645","torn","asunder",1
"30646","total","breach",1
"30647","total","destruction",1
"30648","total","misapprehension",1
"30649","total","separation",1
"30650","total","suspension",1
"30651","totally","bare",1
"30652","totally","despair",1
"30653","totally","disallow",1
"30654","totally","disapprove",1
"30655","totally","improper",1
"30656","totally","inattentive",1
"30657","totally","independent",1
"30658","totally","indisposed",1
"30659","totally","ineffectual",1
"30660","totally","mistaken",1
"30661","totally","preoccupied",1
"30662","totally","separated",1
"30663","totally","silent",1
"30664","totally","sleepless",1
"30665","totally","surprised",1
"30666","totally","unamiable",1
"30667","totally","unconscious",1
"30668","totally","unconvinced",1
"30669","totally","unequal",1
"30670","totally","unsuited",1
"30671","totally","unsuspected",1
"30672","totally","unused",1
"30673","totally","void",1
"30674","totally","wrong",1
"30675","tottering","footstep",1
"30676","touches","malt",1
"30677","touching","miss",1
"30678","tower","threatened",1
"30679","town","aware",1
"30680","town","built",1
"30681","town","chapter",1
"30682","town","charles",1
"30683","town","clock",1
"30684","town","dear",1
"30685","town","elinor",1
"30686","town","fan",1
"30687","town","found",1
"30688","town","indifference",1
"30689","town","jane",1
"30690","town","living",1
"30691","town","lydia",1
"30692","town","marianne's",1
"30693","town","offices",1
"30694","town","procured",1
"30695","town","received",1
"30696","town","sir",1
"30697","town","till",1
"30698","town","travelling",1
"30699","tractable","creatures",1
"30700","tractable","disposition",1
"30701","trade","replied",1
"30702","tradesman","rich",1
"30703","tradesman's","family",1
"30704","tradesman's","wife",1
"30705","traditional","legends",1
"30706","trafalgar","action",1
"30707","tragic","features",1
"30708","train","theatre",1
"30709","trained","round",1
"30710","tranquil","feelings",1
"30711","tranquil","hour",1
"30712","tranquil","manner",1
"30713","tranquil","observation",1
"30714","tranquil","tone",1
"30715","tranquil","warm",1
"30716","tranquillity","emma",1
"30717","tranquillity","remained",1
"30718","transacted","their's",1
"30719","transient","cleared",1
"30720","transient","glimpse",1
"30721","transient","liking",1
"30722","transient","varying",1
"30723","transpire","farther",1
"30724","transporting","sensation",1
"30725","transposed","curtailed",1
"30726","trap","doors",1
"30727","travel","earlier",1
"30728","travel","forty",1
"30729","travel","post",1
"30730","traveling","chaise",1
"30731","travelled","half",1
"30732","travelled","night",1
"30733","traveller's","eye",1
"30734","travellers","chapter",1
"30735","travellers","poor",1
"30736","travellers","safe",1
"30737","travelling","chaise",1
"30738","travelling","companion",1
"30739","travelling","difficulty",1
"30740","travelling","homewards",1
"30741","travelling","round",1
"30742","travelling","sixteen",1
"30743","travelling","unimportant",1
"30744","trays","bending",1
"30745","treacherous","admirer",1
"30746","treacherous","lamp",1
"30747","treacherous","play",1
"30748","treasure","lady",1
"30749","treat","anne",1
"30750","treated","bless",1
"30751","treated","liberally",1
"30752","treated","striking",1
"30753","treatment","touched",1
"30754","tree","anne",1
"30755","tree","brought",1
"30756","tree","thrives",1
"30757","tree","trained",1
"30758","trees","apple",1
"30759","trees","cut",1
"30760","trees","hens",1
"30761","trees","scattered",1
"30762","trees","substantial",1
"30763","tremble","selina",1
"30764","trembling","delight",1
"30765","trembling","energy",1
"30766","trembling","hands",1
"30767","trembling","voice",1
"30768","trembling","wretchedness",1
"30769","tremendous","weather",1
"30770","tremulous","feeling",1
"30771","tremulous","hand",1
"30772","tremulous","inequality",1
"30773","tremulous","voice",1
"30774","trent","bless",1
"30775","trial","convinced",1
"30776","trial","eleanor",1
"30777","trick","fanny",1
"30778","tricking","edward",1
"30779","tricking","shifting",1
"30780","tricks","congratulated",1
"30781","trifle","mama",1
"30782","trifles","light",1
"30783","trifling","amusements",1
"30784","trifling","business",1
"30785","trifling","circumstance",1
"30786","trifling","colds",1
"30787","trifling","deduction",1
"30788","trifling","disorder",1
"30789","trifling","evil",1
"30790","trifling","exertion",1
"30791","trifling","nature",1
"30792","trifling","occurrence",1
