Parent	Child	relationType	edgeScore	Freq
IL1A	KCNJ15	Type 0	0.223950	0.223950
KCNJ15	NPFFR2	Type 0	0.297923	0.297923
SAMD13	SATB1	Type 0	0.269415	0.269415
ZNF423	SATB1	Type 0	0.301060	0.301060
FAM3D	SATB1	Type 0	0.550987	0.550987
CAV1	ZDHHC21	Type 0	0.205420	0.205420
ELL3	ZDHHC21	Type 0	0.299699	0.299699
CTSB	ZDHHC21	Type 0	0.269802	0.269802
PSIP1	ZDHHC21	Type 0	0.445362	0.445362
RP11-11C5.2	ZDHHC21	Type 0	0.299616	0.299616
ZDHHC21	TEX12	Type 0	0.266779	0.266779
ADAMTS5	LOC728215	Type 0	0.235980	0.235980
VEGFC	LOC728215	Type 0	0.998441	0.998441
PTGFR	LOC728215	Type 0	0.486970	0.486970
PRR15	EGLN3	Type 0	0.996922	0.996922
CD24	EGLN3	Type 0	0.417522	0.417522
ABCC3	EGLN3	Type 0	0.300204	0.300204
PLEKHQ1	EGLN3	Type 0	0.300098	0.300098
ATAD4	NEK1	Type 0	0.502667	0.502667
SYNE1	NEK1	Type 0	0.235678	0.235678
AP1M2	NEK1	Type 0	0.219393	0.219393
STARD9	NEK1	Type 0	0.972038	0.972038
NEK1	MOBKL2B	Type 0	0.204000	0.204000
NEK1	BICD1	Type 0	0.996796	0.996796
NEK1	C7orf31	Type 0	0.238853	0.238853
NEK1	AGA	Type 0	0.226210	0.226210
SERPINE1	COL7A1	Type 0	0.496187	0.496187
ZBTB38	CPEB4	Type 0	0.973229	0.973229
TMEM55A	CPEB4	Type 0	0.296586	0.296586
OLFML2A	TCTN1	Type 0	0.276614	0.276614
LARP6	TCTN1	Type 0	0.214713	0.214713
BACE1	TCTN1	Type 0	0.235046	0.235046
FLJ39378	TCTN1	Type 0	0.309983	0.309983
C1orf102	TCTN1	Type 0	0.300439	0.300439
LMLN	TCTN1	Type 0	0.769354	0.769354
TCTN1	LMLN	Type 0	0.230646	0.230646
POU2AF1	BTG2	Type 0	0.992375	0.992375
WWTR1	BTG2	Type 0	0.203718	0.203718
SLC5A10	ADAM7	Type 0	0.891825	0.891825
FER1L3	C9orf89	Type 0	0.252888	0.252888
FAM129B	C9orf89	Type 0	0.995307	0.995307
C9orf89	ZNF438	Type 0	0.465517	0.465517
HMCN1	CRYAB	Type 0	0.251896	0.251896
SLC22A17	CRYAB	Type 0	0.795559	0.795559
CRYAB	KHDRBS2	Type 0	0.283539	0.283539
CAB39L	SETDB2	Type 0	0.487961	0.487961
SETDB2	ARPP-21	Type 0	0.229412	0.229412
SETDB2	ZPLD1	Type 0	1.000000	1.000000
SETDB2	CAB39L	Type 0	0.512039	0.512039
PPP2R3A	CCDC41	Type 0	0.253014	0.253014
LYRM7	CCDC41	Type 0	0.380853	0.380853
PDSS1	CCDC41	Type 0	0.316383	0.316383
ADAT2	CCDC41	Type 0	0.887707	0.887707
CCDC41	NEDD9	Type 0	0.299141	0.299141
CCDC41	ST6GALNAC5	Type 0	0.244970	0.244970
CCDC41	BHLHB2	Type 0	1.000000	1.000000
CCDC41	LYRM7	Type 0	0.348662	0.348662
CCDC41	ESD	Type 0	0.228022	0.228022
CCDC41	CHEK2	Type 0	0.603722	0.603722
CCDC41	FGFR1OP2	Type 0	0.283037	0.283037
CCDC41	ZNF652	Type 0	0.297932	0.297932
FAM101A	PTPRR	Type 0	0.326135	0.326135
CCRL2	PTPRR	Type 0	0.756812	0.756812
PTPRR	FAM101A	Type 0	0.429743	0.429743
ARRDC3	EMILIN2	Type 0	0.312332	0.312332
UCHL3	DNAJC3	Type 0	0.293721	0.293721
CLN5	DNAJC3	Type 0	0.312283	0.312283
PDIA4	DNAJC3	Type 0	0.290727	0.290727
DNAJC3	HERPUD1	Type 0	0.278535	0.278535
DNAJC3	CLN5	Type 0	0.576666	0.576666
LRIG3	LGR4	Type 0	0.816180	0.816180
ASPH	LGR4	Type 0	0.216558	0.216558
NCF4	LGR4	Type 0	0.330042	0.330042
LGR4	SLC2A3	Type 0	0.327908	0.327908
FAM110C	MMEL1	Type 0	0.305000	0.305000
FAM126A	MMEL1	Type 0	0.240098	0.240098
CCDC88A	MMEL1	Type 0	0.439825	0.439825
MMEL1	LOC124220	Type 0	0.483315	0.483315
MND1	CENPH	Type 0	0.281440	0.281440
CHEK1	CENPH	Type 0	0.888171	0.888171
SRRM1	CENPH	Type 0	0.370952	0.370952
MPDZ	ZNF285A	Type 0	0.452391	0.452391
RGS20	ZNF285A	Type 0	0.200576	0.200576
ZNF528	ZNF285A	Type 0	0.355327	0.355327
TMEPAI	ABCB9	Type 0	0.256386	0.256386
FAM107B	ABCB9	Type 0	0.284143	0.284143
TIMP2	ABCB9	Type 0	0.298969	0.298969
CDC25A	CDC6	Type 0	0.254480	0.254480
RFC3	CDC6	Type 0	0.220613	0.220613
BLM	CDC6	Type 0	0.345525	0.345525
PRMT2	CDC6	Type 0	0.250000	0.250000
CDC6	MAGEA9	Type 0	0.230066	0.230066
CDC6	hCG_1806964	Type 0	0.314042	0.314042
CDC6	CCNE1	Type 0	0.220305	0.220305
CDC6	TMEM97	Type 0	0.282815	0.282815
CDC6	PRMT2	Type 0	0.287931	0.287931
LHCGR	SLIT3	Type 0	0.269039	0.269039
LHCGR	GRIK2	Type 0	0.297082	0.297082
LHCGR	SLC5A7	Type 0	0.396107	0.396107
LHCGR	GLP1R	Type 0	0.403645	0.403645
MUC20	FUT6	Type 0	0.375856	0.375856
FUT3	FUT6	Type 0	0.507303	0.507303
TUBAL3	FUT6	Type 0	0.763656	0.763656
FUT6	SULT1B1	Type 0	0.452079	0.452079
FUT6	FUT3	Type 0	0.492696	0.492696
NHSL1	LRRC38	Type 0	0.301587	0.301587
AJAP1	LRRC38	Type 0	0.287546	0.287546
PAGE1	LRRC38	Type 0	0.416132	0.416132
GIMAP8	LRRC38	Type 0	0.300173	0.300173
RAB5C	LRRC38	Type 0	0.297861	0.297861
LRRC38	LOC152573	Type 0	0.257463	0.257463
MLPH	SYTL2	Type 0	0.299698	0.299698
SEMA5A	SYTL2	Type 0	0.250784	0.250784
SEPT6	SYTL2	Type 0	0.995184	0.995184
ESR1	TFCP2	Type 0	0.206920	0.206920
TFCP2	SLC24A3	Type 0	0.300971	0.300971
HIST1H2AH	HIST1H4C	Type 0	0.219917	0.219917
ORC1L	HIST1H4C	Type 0	0.318011	0.318011
HIST1H4E	HIST1H4C	Type 0	0.590090	0.590090
HIST1H4C	DDX3Y	Type 0	0.319877	0.319877
HIST1H4C	EIF1AY	Type 0	0.361859	0.361859
HIST1H4C	HIST1H4E	Type 0	0.324059	0.324059
FAM110C	FGFR2	Type 0	0.235061	0.235061
RAB25	FGFR2	Type 0	0.339819	0.339819
MARVELD3	FGFR2	Type 0	0.983365	0.983365
CYR61	CABC1	Type 0	0.255215	0.255215
PPP2R3A	CABC1	Type 0	0.335430	0.335430
PEA15	CABC1	Type 0	0.984999	0.984999
CABC1	SLC43A1	Type 0	0.999759	0.999759
CABC1	SLCO2A1	Type 0	0.283392	0.283392
CABC1	PLEKHG2	Type 0	0.221570	0.221570
UMODL1	CABLES2	Type 0	0.300072	0.300072
GPR18	CABLES2	Type 0	0.450037	0.450037
RCN1	CABLES2	Type 0	0.310025	0.310025
MAFF	CABLES2	Type 0	0.276251	0.276251
UCP2	CABLES2	Type 0	0.991379	0.991379
ZNF107	CABLES2	Type 0	0.296662	0.296662
CABLES2	SYNE2	Type 0	0.285185	0.285185
TNS3	C4orf32	Type 0	1.000000	1.000000
EFNB2	SLC6A16	Type 0	0.318858	0.318858
CCDC4	SLC6A16	Type 0	0.440961	0.440961
CD180	SLC6A16	Type 0	0.283896	0.283896
INPP1	SLC6A16	Type 0	0.999462	0.999462
SLC6A16	KCNMB4	Type 0	0.203281	0.203281
SLC6A16	SCAMP5	Type 0	0.244382	0.244382
SLC6A16	tcag7.1314	Type 0	0.263158	0.263158
C13orf7	C13orf8	Type 0	0.551031	0.551031
C13orf8	CPT1A	Type 0	0.289714	0.289714
C13orf8	MGC4655	Type 0	0.945926	0.945926
C13orf8	TMTC4	Type 0	0.967348	0.967348
C13orf8	ARL4C	Type 0	0.301482	0.301482
C13orf8	USP9Y	Type 0	0.300433	0.300433
C13orf8	TPP2	Type 0	0.317908	0.317908
C13orf8	GLT8D3	Type 0	0.297953	0.297953
C13orf8	MYCBP2	Type 0	0.310986	0.310986
JUB	JDP2	Type 0	0.295673	0.295673
KBTBD8	FTH1	Type 0	0.534929	0.534929
FTH1	CCND2	Type 0	0.299694	0.299694
FTH1	NQO1	Type 0	0.894464	0.894464
FTH1	SPAG6	Type 0	0.343141	0.343141
NASP	PRPF38A	Type 0	0.470530	0.470530
ORC1L	PRPF38A	Type 0	0.595002	0.595002
ADSL	PRPF38A	Type 0	0.359207	0.359207
SFRS1	PRPF38A	Type 0	0.338793	0.338793
PRPF38A	HIST1H2BD	Type 0	0.232716	0.232716
PRPF38A	NASP	Type 0	0.529470	0.529470
PRPF38A	PSIP1	Type 0	0.300000	0.300000
PRPF38A	C1orf191	Type 0	0.228273	0.228273
PRPF38A	HNRNPR	Type 0	0.904000	0.904000
FAM126A	SYT13	Type 0	0.279927	0.279927
FAM126A	SMOC2	Type 0	0.226715	0.226715
FAM126A	PFTK1	Type 0	0.301347	0.301347
MCC	MEIS1	Type 0	0.523570	0.523570
FIGN	MEIS1	Type 0	0.999798	0.999798
KCTD12	MEIS1	Type 0	0.219178	0.219178
TMEFF1	MEIS1	Type 0	0.287329	0.287329
LOC645323	MEIS1	Type 0	0.299298	0.299298
MEIS1	C4orf31	Type 0	0.224012	0.224012
MEIS1	ACVR1C	Type 0	0.967302	0.967302
MEIS1	ERG	Type 0	0.266760	0.266760
LYG2	FUNDC1	Type 0	0.346142	0.346142
LAMA2	FUNDC1	Type 0	0.293640	0.293640
ANK1	FUNDC1	Type 0	0.290657	0.290657
ABCA10	FUNDC1	Type 0	0.296712	0.296712
CDH5	FUNDC1	Type 0	0.249021	0.249021
C1orf110	FUNDC1	Type 0	0.284628	0.284628
NANOG	FUNDC1	Type 0	0.377248	0.377248
C4orf22	FUNDC1	Type 0	0.985401	0.985401
FUNDC1	MS4A6E	Type 0	0.296807	0.296807
FUNDC1	LYG2	Type 0	0.456319	0.456319
TIMP3	SHROOM2	Type 0	0.770175	0.770175
FRMD6	SHROOM2	Type 0	0.537089	0.537089
GPR143	SHROOM2	Type 0	0.487987	0.487987
SHROOM2	GPR143	Type 0	0.512013	0.512013
DAAM2	RFTN2	Type 0	0.594707	0.594707
FOXD3	RFTN2	Type 0	0.794130	0.794130
RFTN2	PCDHB5	Type 0	0.221402	0.221402
RFTN2	CYTL1	Type 0	0.217553	0.217553
RFTN2	SNED1	Type 0	0.993745	0.993745
RFTN2	FAM20A	Type 0	0.395255	0.395255
RFTN2	ABCA8	Type 0	0.300350	0.300350
KIF24	BARD1	Type 0	0.300983	0.300983
POLH	BARD1	Type 0	0.274078	0.274078
BARD1	PPIL6	Type 0	0.307493	0.307493
BARD1	SASS6	Type 0	0.851153	0.851153
PKP3	CPT1A	Type 0	0.221080	0.221080
PRY	MIB1	Type 0	0.258405	0.258405
SCARF1	MIB1	Type 0	0.204343	0.204343
GLIPR1L2	PNLIP	Type 0	0.502164	0.502164
KBTBD6	PNLIP	Type 0	0.728388	0.728388
PNLIP	FAM9A	Type 0	0.263728	0.263728
PNLIP	GLIPR1L2	Type 0	0.497835	0.497835
7A5	TMEFF2	Type 0	0.333719	0.333719
PCDH18	TMEFF2	Type 0	0.922807	0.922807
PPL	LPIN1	Type 0	0.435998	0.435998
FOXQ1	LPIN1	Type 0	0.298454	0.298454
MPZL2	LPIN1	Type 0	0.213046	0.213046
EPHB3	LPIN1	Type 0	0.298857	0.298857
SSH3	LPIN1	Type 0	0.227143	0.227143
SORD	YPEL5	Type 0	0.556836	0.556836
ORC1L	YPEL5	Type 0	0.352984	0.352984
PDSS1	YPEL5	Type 0	0.642505	0.642505
YPEL5	ZFP28	Type 0	0.257760	0.257760
YPEL5	MFSD2	Type 0	0.230613	0.230613
YPEL5	SORD	Type 0	0.376025	0.376025
YPEL5	CCNG2	Type 0	0.548161	0.548161
YPEL5	LRP8	Type 0	0.337545	0.337545
LZTS1	TRIB2	Type 0	0.697029	0.697029
MOSC1	TRIB2	Type 0	0.241891	0.241891
OCLN	TRIB2	Type 0	0.663675	0.663675
TRIB2	LZTS1	Type 0	0.293589	0.293589
KIAA1522	TBC1D5	Type 0	0.277358	0.277358
TBC1D5	ARHGEF4	Type 0	0.241839	0.241839
CD86	ANKRD26	Type 0	0.998165	0.998165
TGIF1	ANKRD26	Type 0	0.427539	0.427539
FZD5	ANKRD26	Type 0	0.296243	0.296243
FCHSD2	ANKRD26	Type 0	0.302013	0.302013
PCDHGA12	PCDHGA11	Type 0	0.851395	0.851395
MMP7	VNN1	Type 0	0.238666	0.238666
CCRL2	VNN1	Type 0	0.244851	0.244851
RARRES1	VNN1	Type 0	0.286068	0.286068
NT5M	VNN1	Type 0	0.204579	0.204579
LCN2	VNN1	Type 0	0.379774	0.379774
TM4SF4	VNN1	Type 0	0.712111	0.712111
TCP11L2	VNN1	Type 0	0.296392	0.296392
FSTL1	BBX	Type 0	0.204360	0.204360
DDC	BBX	Type 0	0.566591	0.566591
ELK3	BBX	Type 0	0.266184	0.266184
UNC5CL	BBX	Type 0	0.317305	0.317305
NFIC	BBX	Type 0	0.999275	0.999275
BBX	MYCN	Type 0	0.301603	0.301603
BBX	UST	Type 0	0.335689	0.335689
BBX	ARID3A	Type 0	0.595369	0.595369
BBX	KCNK10	Type 0	0.292922	0.292922
BBX	PGM1	Type 0	0.992512	0.992512
FBXL7	GHR	Type 0	0.993780	0.993780
MDGA2	GHR	Type 0	0.500134	0.500134
CRISPLD1	GHR	Type 0	0.339156	0.339156
GHR	MAGEA8	Type 0	0.293377	0.293377
CD19	ARL4A	Type 0	0.243902	0.243902
WDFY4	ARL4A	Type 0	0.298938	0.298938
TACC2	ARL4A	Type 0	0.998972	0.998972
CD79B	ARL4A	Type 0	0.256440	0.256440
ARL4A	LOC285556	Type 0	0.307407	0.307407
MTFMT	TNFRSF11B	Type 0	0.237441	0.237441
MTFMT	ZCCHC5	Type 0	0.251185	0.251185
MTFMT	ID2B	Type 0	0.298560	0.298560
MTFMT	ID2	Type 0	0.272592	0.272592
MTFMT	MGC13057	Type 0	0.248896	0.248896
MTFMT	RPL22L1	Type 0	0.824472	0.824472
MTFMT	CACNG6	Type 0	0.298824	0.298824
MTFMT	SFRS6	Type 0	0.230769	0.230769
MTFMT	ZNF234	Type 0	0.275757	0.275757
MTFMT	DYRK4	Type 0	0.483328	0.483328
MTFMT	LEPROT	Type 0	0.391669	0.391669
STK32B	CYTL1	Type 0	0.998297	0.998297
ZFP57	CRTAM	Type 0	0.203721	0.203721
RAB8B	CRTAM	Type 0	0.339910	0.339910
ITK	CRTAM	Type 0	0.295017	0.295017
CRTAM	ZFP57	Type 0	0.296744	0.296744
KIAA0492	TAF15	Type 0	0.528307	0.528307
TAF15	ZNF207	Type 0	0.829180	0.829180
TAF15	ACRC	Type 0	0.294167	0.294167
IL7R	TMEM71	Type 0	0.608925	0.608925
GPR68	TMEM71	Type 0	0.214675	0.214675
CTBP2	ABR	Type 0	0.234363	0.234363
RIN1	ABR	Type 0	0.462732	0.462732
ENDOD1	ABR	Type 0	0.293948	0.293948
ABR	DIAPH2	Type 0	0.376961	0.376961
LOC201229	ADAMTS13	Type 0	0.288871	0.288871
ACBD4	ADAMTS13	Type 0	0.399487	0.399487
TTC25	ADAMTS13	Type 0	0.291133	0.291133
PCSK4	ADAMTS13	Type 0	0.361387	0.361387
WDR31	ADAMTS13	Type 0	0.201159	0.201159
LOC146443	ADAMTS13	Type 0	0.504305	0.504305
ADAMTS13	SNIP	Type 0	0.873999	0.873999
ADAMTS13	SPANXA2	Type 0	0.292266	0.292266
ADAMTS13	LOC201229	Type 0	0.690822	0.690822
ADAMTS13	CELSR3	Type 0	0.998937	0.998937
ADAMTS13	LOC644186	Type 0	0.273031	0.273031
ADAMTS13	SLC25A41	Type 0	0.824420	0.824420
ADAMTS13	ACBD4	Type 0	0.280513	0.280513
ADAMTS13	TTC25	Type 0	0.218719	0.218719
ADAMTS13	IL11RA	Type 0	0.298238	0.298238
ADAMTS13	PCSK4	Type 0	0.608810	0.608810
ADAMTS13	WDR31	Type 0	0.798841	0.798841
ADAMTS13	LOC146443	Type 0	0.495695	0.495695
NES	CYP27A1	Type 0	0.282076	0.282076
ROPN1	CYP27A1	Type 0	0.509815	0.509815
CYP27A1	NES	Type 0	0.717924	0.717924
CYP27A1	ADAMTS9	Type 0	0.951949	0.951949
CYP27A1	C5orf4	Type 0	0.991254	0.991254
CYP27A1	ASB9	Type 0	0.305404	0.305404
CYP27A1	CHST6	Type 0	0.200566	0.200566
RNF138	LOC153364	Type 0	0.793758	0.793758
LOC153364	A4GALT	Type 0	1.000000	1.000000
LOC153364	CRISPLD2	Type 0	0.237150	0.237150
LOC153364	PDK1	Type 0	0.992782	0.992782
LOC153364	POLR3G	Type 0	0.884821	0.884821
TCL1B	RBM44///LRRFIP1	Type 0	0.224638	0.224638
JMJD2C	RBM44///LRRFIP1	Type 0	0.946370	0.946370
C10orf18	RBM44///LRRFIP1	Type 0	0.211031	0.211031
TCF12	RBM44///LRRFIP1	Type 0	0.326708	0.326708
ADRBK1	RBM44///LRRFIP1	Type 0	0.279262	0.279262
RBM44///LRRFIP1	SLC20A1	Type 0	0.260643	0.260643
RBM44///LRRFIP1	LOC145474	Type 0	0.354281	0.354281
CXorf21	ZNF503	Type 0	0.957646	0.957646
IKZF1	ZNF503	Type 0	0.220282	0.220282
VNN2	ZNF503	Type 0	0.332181	0.332181
RAB13	ZNF503	Type 0	0.298897	0.298897
IKZF1	TOM1L1	Type 0	0.262629	0.262629
CMTM4	TOM1L1	Type 0	0.305169	0.305169
P2RY8	TOM1L1	Type 0	0.979703	0.979703
TOM1L1	CD1D	Type 0	0.259165	0.259165
TOM1L1	CMTM8	Type 0	0.203654	0.203654
TOM1L1	ITGA4	Type 0	0.240396	0.240396
TRAF3IP3	LAIR1	Type 0	0.990056	0.990056
FLJ21438	LAIR1	Type 0	0.235469	0.235469
PARVG	LAIR1	Type 0	0.309290	0.309290
LAIR1	CUGBP2	Type 0	0.298302	0.298302
LAIR1	LCP2	Type 0	0.980916	0.980916
LAIR1	GIMAP1	Type 0	0.762000	0.762000
LAIR1	FUT7	Type 0	0.209173	0.209173
ADCY6	UACA	Type 0	0.509361	0.509361
UACA	STS-1	Type 0	0.303001	0.303001
UACA	LOC283070	Type 0	0.503433	0.503433
LGALS4	CTSE	Type 0	0.282683	0.282683
IL1RN	CTSE	Type 0	0.300676	0.300676
REG4	CTSE	Type 0	0.491684	0.491684
SPINK4	CTSE	Type 0	0.979995	0.979995
C5orf32	CTSE	Type 0	0.320158	0.320158
CARD10	PITPNM1	Type 0	0.322534	0.322534
IL4R	PITPNM1	Type 0	0.998795	0.998795
LARGE	PITPNM1	Type 0	0.205039	0.205039
PRKD3	PITPNM1	Type 0	0.297632	0.297632
USP13	PITPNM1	Type 0	0.443161	0.443161
TRIP10	PITPNM1	Type 0	0.254817	0.254817
SRGN	GAD1	Type 0	0.212863	0.212863
SP5	GAD1	Type 0	0.730406	0.730406
LOC285141	GAD1	Type 0	0.485585	0.485585
SPATA13	GAD1	Type 0	0.223814	0.223814
GAD1	LOC285141	Type 0	0.514415	0.514415
SORBS1	GRM8	Type 0	0.963847	0.963847
DUSP27	GRM8	Type 0	0.308388	0.308388
KCNH8	GRM8	Type 0	0.252106	0.252106
GRM8	DUSP27	Type 0	0.234786	0.234786
CUEDC1	SLC39A13	Type 0	0.975758	0.975758
PARVA	SLC39A13	Type 0	0.586561	0.586561
UBTD1	SLC39A13	Type 0	0.287946	0.287946
SLC39A13	PRKCDBP	Type 0	0.371478	0.371478
SLC39A13	QRSL1	Type 0	0.300334	0.300334
SLC39A13	TMEM166	Type 0	1.000000	1.000000
SLC39A13	HIST1H2AJ	Type 0	0.395303	0.395303
SLC39A13	ZNF124	Type 0	0.538443	0.538443
SLC39A13	HIST1H4D	Type 0	0.322148	0.322148
SLC39A13	MAGED2	Type 0	0.438811	0.438811
KLK10	CHFR	Type 0	0.603950	0.603950
CHFR	SPAG16	Type 0	0.445156	0.445156
ABCA3	ATP6V1E2	Type 0	0.265641	0.265641
NT5M	ATP6V1E2	Type 0	0.999794	0.999794
GAA	ATP6V1E2	Type 0	0.495482	0.495482
ATP6V1E2	GARNL3	Type 0	0.940834	0.940834
TSPYL5	EFHC2	Type 0	0.250569	0.250569
ZNF304	EFHC2	Type 0	0.999137	0.999137
NKD1	EFHC2	Type 0	0.299757	0.299757
PCDHA11	EFHC2	Type 0	0.298458	0.298458
HYDIN	EFHC2	Type 0	0.300467	0.300467
EFHC2	HYDIN	Type 0	0.219512	0.219512
PTX3	PPP2R2B	Type 0	0.239183	0.239183
DIO2	PPP2R2B	Type 0	0.210754	0.210754
PCDH18	PPP2R2B	Type 0	0.423995	0.423995
CCL15	DPF1	Type 0	0.334434	0.334434
CCL14	DPF1	Type 0	0.980786	0.980786
TMEM63A	DPF1	Type 0	0.243350	0.243350
CYP3A5	DPF1	Type 0	0.284600	0.284600
DPF1	FLJ14167	Type 0	0.252321	0.252321
DPF1	CA3	Type 0	0.230701	0.230701
DPF1	CA13	Type 0	0.481771	0.481771
DKFZP564O0823	MLLT3	Type 0	0.631170	0.631170
LOC729961	MLLT3	Type 0	0.299565	0.299565
GSTO1	MLLT3	Type 0	0.299449	0.299449
KIAA1797	MLLT3	Type 0	0.869060	0.869060
RG9MTD2	MLLT3	Type 0	0.441932	0.441932
MLLT3	KIAA1913	Type 0	0.470827	0.470827
ARHGEF16	CXADR	Type 0	0.426313	0.426313
HSD11B2	CXADR	Type 0	0.279926	0.279926
CGN	CXADR	Type 0	0.992688	0.992688
Gcom1	PSORS1C1	Type 0	0.235067	0.235067
PLEK2	PSORS1C1	Type 0	0.994089	0.994089
ADORA2B	PSORS1C1	Type 0	0.260632	0.260632
S100A16	PSORS1C1	Type 0	0.303925	0.303925
EXT1	TRIM24	Type 0	0.215293	0.215293
ALS2CR13	TRIM24	Type 0	0.337784	0.337784
ZNF92	TRIM24	Type 0	0.994616	0.994616
TRIM24	MYCN	Type 0	0.490320	0.490320
TRIM24	MARCKSL1	Type 0	0.228980	0.228980
TRIM24	SOX4	Type 0	0.298300	0.298300
TRIM24	TMEM42	Type 0	0.290977	0.290977
ANXA2	AHNAK	Type 0	1.000000	1.000000
PAGE5	PAGE2B	Type 0	0.456950	0.456950
CTAG1A	PAGE2B	Type 0	0.200811	0.200811
GAGE8	PAGE2B	Type 0	0.223944	0.223944
BAGE	PAGE2B	Type 0	0.366627	0.366627
PAGE2B	XAGE1D	Type 0	0.230994	0.230994
PAGE2B	PAGE5	Type 0	0.543050	0.543050
PAGE2B	MAGEA8	Type 0	0.282184	0.282184
PAGE2B	BAGE	Type 0	0.572892	0.572892
PAGE2B	FLJ39632///DUXAP10	Type 0	0.296820	0.296820
PAGE2B	SPANXF1	Type 0	0.203798	0.203798
PAGE2B	RP11-167P23.2	Type 0	0.200268	0.200268
7A5	PKD2	Type 0	0.470561	0.470561
IKIP	PKD2	Type 0	0.997209	0.997209
AKAP1	PKD2	Type 0	0.318182	0.318182
PKD2	C9orf19	Type 0	0.304189	0.304189
PKD2	PTPN13	Type 0	0.230885	0.230885
PKD2	DGAT2	Type 0	0.299747	0.299747
PKD2	KIF7	Type 0	0.354269	0.354269
PKD2	BBX	Type 0	0.406307	0.406307
OLFML3	LMCD1	Type 0	0.298325	0.298325
PMP22	LMCD1	Type 0	0.219320	0.219320
CCDC88C	LMCD1	Type 0	0.296595	0.296595
CD47	CATSPER2	Type 0	0.214500	0.214500
C9orf163	CATSPER2	Type 0	0.499698	0.499698
GALNT3	EML2	Type 0	0.276981	0.276981
DPYSL2	EML2	Type 0	0.327259	0.327259
WASF1	EML2	Type 0	0.531477	0.531477
ODC1	EML2	Type 0	0.299263	0.299263
ENOSF1	EML2	Type 0	0.217216	0.217216
PRKD3	EML2	Type 0	0.290253	0.290253
MEX3B	EML2	Type 0	0.990069	0.990069
EML2	ENOSF1	Type 0	0.296862	0.296862
EML2	ECH1	Type 0	0.337349	0.337349
FGF13	IL4R	Type 0	0.264189	0.264189
IL4R	FGF13	Type 0	0.376586	0.376586
IL4R	DPP4	Type 0	0.299478	0.299478
IL4R	DYNC1I1	Type 0	0.305508	0.305508
IL4R	RRAGD	Type 0	0.456981	0.456981
CSRP2	HIP1	Type 0	0.229542	0.229542
SLC23A1	HIP1	Type 0	0.699894	0.699894
CAMK1	HIP1	Type 0	0.226447	0.226447
CHN1	HIP1	Type 0	0.299339	0.299339
BLVRA	HIP1	Type 0	0.295603	0.295603
C6orf168	HIP1	Type 0	0.364803	0.364803
REEP2	HIP1	Type 0	0.492582	0.492582
PCBP4	HIP1	Type 0	0.291573	0.291573
HIP1	REEP2	Type 0	0.507418	0.507418
JMJD2C	TMED10	Type 0	0.386176	0.386176
YLPM1	TMED10	Type 0	0.995678	0.995678
DZIP1L	ZNF618	Type 0	0.204411	0.204411
CSRP2	ZNF618	Type 0	0.251981	0.251981
ZNF618	IRX3	Type 0	0.901245	0.901245
ZNF618	CSRP2	Type 0	0.303487	0.303487
DUSP13	FLJ23834	Type 0	0.284382	0.284382
TCL1B	FLJ23834	Type 0	0.300837	0.300837
TBC1D5	FLJ23834	Type 0	0.299279	0.299279
RIN2	MEIG1	Type 0	0.404911	0.404911
C6orf52	MEIG1	Type 0	0.498388	0.498388
MND1	MEIG1	Type 0	0.298600	0.298600
NSUN6	MEIG1	Type 0	0.292289	0.292289
MEIG1	C6orf52	Type 0	0.501611	0.501611
MEIG1	MGC33212	Type 0	0.201843	0.201843
MPZL2	ALPK2	Type 0	0.284553	0.284553
RBM35A	ALPK2	Type 0	0.305214	0.305214
PAPPA	ALPK2	Type 0	0.975678	0.975678
PTGFR	ALPK2	Type 0	0.219816	0.219816
CDH1	CEP170	Type 0	0.976695	0.976695
ATAD4	CEP170	Type 0	0.239718	0.239718
OVOL1	CEP170	Type 0	0.336270	0.336270
CEP170	CCDC46	Type 0	0.230940	0.230940
CEP170	RGS5	Type 0	0.296552	0.296552
CEP170	BICD1	Type 0	0.601963	0.601963
FER1L3	CAPRIN1	Type 0	0.999574	0.999574
CAPRIN1	CIB2	Type 0	0.284825	0.284825
LOXL2	TRPC1	Type 0	0.472344	0.472344
MRC2	TRPC1	Type 0	0.785459	0.785459
TRPC1	MRC2	Type 0	0.214012	0.214012
TRPC1	PNMA2	Type 0	1.000000	1.000000
TRPC1	CEACAM1	Type 0	0.417067	0.417067
TRPC1	C6orf60	Type 0	0.259208	0.259208
C1orf51	NME5	Type 0	0.295111	0.295111
LONRF2	NME5	Type 0	0.230822	0.230822
C16orf45	NME5	Type 0	0.303486	0.303486
ETV1	NME5	Type 0	0.294854	0.294854
NME5	WWOX	Type 0	0.422417	0.422417
NME5	LAMB4	Type 0	0.298435	0.298435
SLCO1B3	SLCO1B1	Type 0	0.294331	0.294331
BAGE	SLCO1B1	Type 0	0.256762	0.256762
PAGE1	SLCO1B1	Type 0	0.210335	0.210335
PAGE2B	SLCO1B1	Type 0	0.986896	0.986896
FAM133A	SLCO1B1	Type 0	0.226852	0.226852
CFHR4	SLCO1B1	Type 0	0.300613	0.300613
DSCR4	SLCO1B1	Type 0	0.359766	0.359766
HNF4A	KCTD12	Type 0	0.988619	0.988619
NR3C1	KCTD12	Type 0	0.387204	0.387204
RSPH1	KCTD12	Type 0	0.269520	0.269520
EPHA2	FAM57A	Type 0	0.264056	0.264056
